#         t          x          y          z         vx         vy         vz
     94.210    132.996   -360.788   -117.156    -33.466    -63.752    -55.416
     94.220    132.660   -361.424   -117.709    -33.611    -63.358    -55.289
     94.230    132.323   -362.056   -118.262    -33.755    -62.965    -55.161
     94.240    131.985   -362.683   -118.813    -33.898    -62.572    -55.033
     94.250    131.645   -363.307   -119.362    -34.040    -62.181    -54.905
     94.260    131.304   -363.927   -119.911    -34.181    -61.791    -54.777
     94.270    130.962   -364.543   -120.458    -34.321    -61.401    -54.649
     94.280    130.618   -365.155   -121.004    -34.461    -61.013    -54.521
     94.290    130.273   -365.763   -121.548    -34.599    -60.625    -54.392
     94.300    129.926   -366.368   -122.092    -34.736    -60.239    -54.264
     94.310    129.578   -366.968   -122.634    -34.873    -59.853    -54.136
     94.320    129.229   -367.565   -123.174    -35.008    -59.468    -54.007
     94.330    128.878   -368.157   -123.714    -35.143    -59.085    -53.879
     94.340    128.526   -368.746   -124.252    -35.277    -58.702    -53.750
     94.350    128.172   -369.331   -124.789    -35.410    -58.320    -53.622
     94.360    127.817   -369.913   -125.324    -35.542    -57.938    -53.493
     94.370    127.461   -370.490   -125.859    -35.673    -57.558    -53.365
     94.380    127.104   -371.064   -126.392    -35.803    -57.179    -53.236
     94.390    126.745   -371.634   -126.923    -35.932    -56.800    -53.107
     94.400    126.385   -372.200   -127.454    -36.061    -56.422    -52.978
     94.410    126.024   -372.762   -127.983    -36.189    -56.045    -52.850
     94.420    125.662   -373.321   -128.511    -36.316    -55.669    -52.721
     94.430    125.298   -373.876   -129.037    -36.442    -55.294    -52.592
     94.440    124.933   -374.427   -129.563    -36.567    -54.920    -52.463
     94.450    124.567   -374.974   -130.087    -36.691    -54.546    -52.334
     94.460    124.199   -375.518   -130.609    -36.815    -54.173    -52.204
     94.470    123.830   -376.057   -131.131    -36.937    -53.802    -52.075
     94.480    123.460   -376.594   -131.651    -37.059    -53.430    -51.946
     94.490    123.089   -377.126   -132.170    -37.181    -53.060    -51.817
     94.500    122.717   -377.655   -132.687    -37.301    -52.690    -51.687
     94.510    122.343   -378.180   -133.203    -37.421    -52.322    -51.558
     94.520    121.968   -378.701   -133.718    -37.539    -51.953    -51.428
     94.530    121.592   -379.219   -134.232    -37.657    -51.586    -51.299
     94.540    121.215   -379.733   -134.744    -37.775    -51.220    -51.169
     94.550    120.837   -380.243   -135.255    -37.891    -50.854    -51.040
     94.560    120.457   -380.750   -135.765    -38.007    -50.489    -50.910
     94.570    120.077   -381.253   -136.273    -38.122    -50.125    -50.780
     94.580    119.695   -381.753   -136.781    -38.236    -49.761    -50.651
     94.590    119.312   -382.248   -137.286    -38.350    -49.398    -50.521
     94.600    118.928   -382.741   -137.791    -38.462    -49.036    -50.391
     94.610    118.543   -383.229   -138.294    -38.574    -48.675    -50.261
     94.620    118.156   -383.714   -138.796    -38.686    -48.314    -50.131
     94.630    117.769   -384.195   -139.297    -38.796    -47.954    -50.001
     94.640    117.380   -384.673   -139.796    -38.906    -47.595    -49.871
     94.650    116.991   -385.147   -140.294    -39.015    -47.236    -49.741
     94.660    116.600   -385.618   -140.791    -39.124    -46.878    -49.611
     94.670    116.208   -386.085   -141.287    -39.232    -46.521    -49.480
     94.680    115.815   -386.548   -141.781    -39.339    -46.164    -49.350
     94.690    115.422   -387.008   -142.274    -39.445    -45.808    -49.220
     94.700    115.027   -387.464   -142.765    -39.551    -45.453    -49.089
     94.710    114.631   -387.917   -143.255    -39.656    -45.099    -48.959
     94.720    114.233   -388.366   -143.744    -39.760    -44.745    -48.828
     94.730    113.835   -388.812   -144.232    -39.864    -44.391    -48.698
     94.740    113.436   -389.254   -144.718    -39.967    -44.039    -48.567
     94.750    113.036   -389.693   -145.203    -40.069    -43.687    -48.436
     94.760    112.635   -390.128   -145.687    -40.171    -43.335    -48.306
     94.770    112.233   -390.560   -146.169    -40.272    -42.985    -48.175
     94.780    111.829   -390.988   -146.650    -40.372    -42.635    -48.044
     94.790    111.425   -391.412   -147.130    -40.472    -42.285    -47.913
     94.800    111.020   -391.833   -147.609    -40.571    -41.936    -47.782
     94.810    110.614   -392.251   -148.086    -40.670    -41.588    -47.651
     94.820    110.207   -392.665   -148.562    -40.767    -41.240    -47.520
     94.830    109.798   -393.076   -149.036    -40.865    -40.893    -47.389
     94.840    109.389   -393.483   -149.509    -40.961    -40.547    -47.258
     94.850    108.979   -393.887   -149.981    -41.057    -40.201    -47.126
     94.860    108.568   -394.287   -150.452    -41.152    -39.855    -46.995
     94.870    108.156   -394.684   -150.921    -41.247    -39.510    -46.864
     94.880    107.743   -395.077   -151.389    -41.341    -39.166    -46.732
     94.890    107.329   -395.467   -151.856    -41.435    -38.823    -46.601
     94.900    106.914   -395.854   -152.321    -41.528    -38.480    -46.469
     94.910    106.499   -396.237   -152.785    -41.620    -38.137    -46.338
     94.920    106.082   -396.616   -153.248    -41.712    -37.795    -46.206
     94.930    105.665   -396.993   -153.709    -41.803    -37.454    -46.074
     94.940    105.246   -397.365   -154.170    -41.893    -37.113    -45.942
     94.950    104.827   -397.735   -154.628    -41.983    -36.772    -45.810
     94.960    104.406   -398.101   -155.086    -42.072    -36.433    -45.678
     94.970    103.985   -398.464   -155.542    -42.161    -36.093    -45.546
     94.980    103.563   -398.823   -155.997    -42.249    -35.755    -45.414
     94.990    103.140   -399.179   -156.450    -42.337    -35.416    -45.282
     95.000    102.716   -399.531   -156.902    -42.424    -35.079    -45.150
     95.010    102.292   -399.880   -157.353    -42.511    -34.741    -45.018
     95.020    101.866   -400.226   -157.803    -42.596    -34.405    -44.885
     95.030    101.440   -400.568   -158.251    -42.682    -34.068    -44.753
     95.040    101.013   -400.907   -158.698    -42.767    -33.733    -44.621
     95.050    100.585   -401.243   -159.143    -42.851    -33.397    -44.488
     95.060    100.156   -401.575   -159.587    -42.935    -33.063    -44.355
     95.070     99.726   -401.904   -160.030    -43.018    -32.728    -44.223
     95.080     99.295   -402.230   -160.472    -43.100    -32.395    -44.090
     95.090     98.864   -402.552   -160.912    -43.182    -32.061    -43.957
     95.100     98.432   -402.871   -161.351    -43.264    -31.728    -43.824
     95.110     97.999   -403.187   -161.789    -43.345    -31.396    -43.691
     95.120     97.565   -403.499   -162.225    -43.425    -31.064    -43.558
     95.130     97.130   -403.808   -162.660    -43.505    -30.733    -43.425
     95.140     96.695   -404.114   -163.093    -43.585    -30.402    -43.292
     95.150     96.258   -404.416   -163.526    -43.664    -30.071    -43.159
     95.160     95.821   -404.715   -163.957    -43.742    -29.741    -43.025
     95.170     95.383   -405.011   -164.386    -43.820    -29.411    -42.892
     95.180     94.945   -405.303   -164.814    -43.897    -29.082    -42.759
     95.190     94.506   -405.592   -165.241    -43.974    -28.753    -42.625
     95.200     94.065   -405.878   -165.667    -44.050    -28.425    -42.491
     95.210     93.625   -406.161   -166.091    -44.126    -28.097    -42.358
     95.220     93.183   -406.440   -166.514    -44.201    -27.769    -42.224
     95.230     92.741   -406.716   -166.936    -44.276    -27.442    -42.090
     95.240     92.297   -406.989   -167.356    -44.351    -27.115    -41.956
     95.250     91.854   -407.259   -167.775    -44.424    -26.789    -41.822
     95.260     91.409   -407.525   -168.192    -44.498    -26.463    -41.688
     95.270     90.964   -407.788   -168.609    -44.570    -26.138    -41.554
     95.280     90.517   -408.048   -169.023    -44.643    -25.813    -41.420
     95.290     90.071   -408.304   -169.437    -44.715    -25.488    -41.285
     95.300     89.623   -408.557   -169.849    -44.786    -25.164    -41.151
     95.310     89.175   -408.807   -170.260    -44.857    -24.840    -41.016
     95.320     88.726   -409.054   -170.669    -44.927    -24.516    -40.882
     95.330     88.276   -409.298   -171.078    -44.997    -24.193    -40.747
     95.340     87.826   -409.538   -171.484    -45.066    -23.870    -40.612
     95.350     87.375   -409.775   -171.890    -45.135    -23.548    -40.478
     95.360     86.923   -410.009   -172.294    -45.204    -23.226    -40.343
     95.370     86.471   -410.240   -172.697    -45.272    -22.904    -40.208
     95.380     86.018   -410.467   -173.098    -45.339    -22.583    -40.072
     95.390     85.564   -410.691   -173.498    -45.406    -22.262    -39.937
     95.400     85.110   -410.912   -173.897    -45.473    -21.941    -39.802
     95.410     84.655   -411.130   -174.294    -45.539    -21.621    -39.667
     95.420     84.199   -411.345   -174.690    -45.605    -21.301    -39.531
     95.430     83.743   -411.556   -175.085    -45.670    -20.982    -39.396
     95.440     83.286   -411.764   -175.478    -45.735    -20.662    -39.260
     95.450     82.828   -411.969   -175.870    -45.799    -20.343    -39.124
     95.460     82.370   -412.171   -176.261    -45.863    -20.025    -38.988
     95.470     81.911   -412.370   -176.650    -45.926    -19.707    -38.852
     95.480     81.451   -412.565   -177.038    -45.989    -19.389    -38.716
     95.490     80.991   -412.758   -177.424    -46.052    -19.071    -38.580
     95.500     80.530   -412.947   -177.809    -46.114    -18.754    -38.444
     95.510     80.069   -413.133   -178.193    -46.176    -18.437    -38.308
     95.520     79.607   -413.316   -178.575    -46.237    -18.120    -38.171
     95.530     79.144   -413.495   -178.956    -46.297    -17.804    -38.035
     95.540     78.681   -413.672   -179.336    -46.358    -17.488    -37.898
     95.550     78.217   -413.845   -179.714    -46.418    -17.172    -37.761
     95.560     77.752   -414.015   -180.091    -46.477    -16.857    -37.625
     95.570     77.287   -414.182   -180.467    -46.536    -16.542    -37.488
     95.580     76.822   -414.346   -180.841    -46.595    -16.227    -37.351
     95.590     76.355   -414.507   -181.214    -46.653    -15.912    -37.214
     95.600     75.889   -414.664   -181.585    -46.710    -15.598    -37.076
     95.610     75.421   -414.819   -181.955    -46.768    -15.284    -36.939
     95.620     74.953   -414.970   -182.324    -46.825    -14.971    -36.802
     95.630     74.485   -415.118   -182.691    -46.881    -14.657    -36.664
     95.640     74.016   -415.263   -183.057    -46.937    -14.344    -36.526
     95.650     73.546   -415.405   -183.422    -46.993    -14.031    -36.389
     95.660     73.076   -415.544   -183.785    -47.048    -13.718    -36.251
     95.670     72.605   -415.679   -184.147    -47.102    -13.406    -36.113
     95.680     72.134   -415.812   -184.507    -47.157    -13.094    -35.975
     95.690     71.662   -415.941   -184.866    -47.211    -12.782    -35.836
     95.700     71.189   -416.067   -185.224    -47.264    -12.471    -35.698
     95.710     70.717   -416.191   -185.580    -47.317    -12.159    -35.560
     95.720     70.243   -416.311   -185.935    -47.370    -11.848    -35.421
     95.730     69.769   -416.428   -186.289    -47.422    -11.537    -35.282
     95.740     69.295   -416.541   -186.641    -47.474    -11.227    -35.144
     95.750     68.820   -416.652   -186.992    -47.525    -10.917    -35.005
     95.760     68.344   -416.760   -187.341    -47.577    -10.606    -34.866
     95.770     67.868   -416.864   -187.689    -47.627    -10.297    -34.727
     95.780     67.392   -416.966   -188.036    -47.677     -9.987    -34.587
     95.790     66.915   -417.064   -188.381    -47.727     -9.677    -34.448
     95.800     66.437   -417.159   -188.725    -47.777     -9.368    -34.308
     95.810     65.959   -417.251   -189.067    -47.826     -9.059    -34.169
     95.820     65.481   -417.340   -189.408    -47.874     -8.751    -34.029
     95.830     65.002   -417.426   -189.747    -47.923     -8.442    -33.889
     95.840     64.522   -417.509   -190.086    -47.970     -8.134    -33.749
     95.850     64.042   -417.589   -190.422    -48.018     -7.826    -33.609
     95.860     63.562   -417.666   -190.758    -48.065     -7.518    -33.469
     95.870     63.081   -417.739   -191.092    -48.111     -7.210    -33.328
     95.880     62.600   -417.810   -191.424    -48.158     -6.902    -33.188
     95.890     62.118   -417.877   -191.756    -48.204     -6.595    -33.047
     95.900     61.636   -417.942   -192.085    -48.249     -6.288    -32.906
     95.910     61.153   -418.003   -192.414    -48.294     -5.981    -32.765
     95.920     60.670   -418.061   -192.741    -48.339     -5.674    -32.624
     95.930     60.186   -418.117   -193.066    -48.383     -5.368    -32.483
     95.940     59.702   -418.169   -193.390    -48.427     -5.061    -32.342
     95.950     59.217   -418.218   -193.713    -48.471     -4.755    -32.200
     95.960     58.733   -418.264   -194.034    -48.514     -4.449    -32.059
     95.970     58.247   -418.307   -194.354    -48.557     -4.143    -31.917
     95.980     57.761   -418.347   -194.673    -48.599     -3.838    -31.775
     95.990     57.275   -418.384   -194.990    -48.641     -3.532    -31.633
     96.000     56.789   -418.417   -195.305    -48.683     -3.227    -31.491
     96.010     56.302   -418.448   -195.620    -48.724     -2.922    -31.349
     96.020     55.814   -418.476   -195.932    -48.765     -2.617    -31.206
     96.030     55.326   -418.501   -196.244    -48.805     -2.312    -31.064
     96.040     54.838   -418.522   -196.554    -48.845     -2.007    -30.921
     96.050     54.349   -418.541   -196.862    -48.885     -1.702    -30.778
     96.060     53.860   -418.556   -197.169    -48.924     -1.398    -30.635
     96.070     53.371   -418.569   -197.475    -48.963     -1.094    -30.492
     96.080     52.881   -418.578   -197.779    -49.002     -0.790    -30.349
     96.090     52.391   -418.584   -198.082    -49.040     -0.486    -30.205
     96.100     51.900   -418.588   -198.383    -49.078     -0.182    -30.062
     96.110     51.409   -418.588   -198.683    -49.115      0.122    -29.918
     96.120     50.918   -418.585   -198.981    -49.153      0.425    -29.774
     96.130     50.426   -418.580   -199.278    -49.189      0.729    -29.630
     96.140     49.934   -418.571   -199.574    -49.226      1.032    -29.485
     96.150     49.442   -418.559   -199.868    -49.262      1.335    -29.341
     96.160     48.949   -418.544   -200.161    -49.297      1.638    -29.196
     96.170     48.456   -418.526   -200.452    -49.332      1.941    -29.052
     96.180     47.962   -418.505   -200.742    -49.367      2.244    -28.907
     96.190     47.468   -418.481   -201.030    -49.402      2.547    -28.762
     96.200     46.974   -418.454   -201.317    -49.436      2.849    -28.617
     96.210     46.480   -418.424   -201.603    -49.470      3.152    -28.471
     96.220     45.985   -418.391   -201.887    -49.503      3.454    -28.326
     96.230     45.490   -418.355   -202.169    -49.536      3.757    -28.180
     96.240     44.994   -418.316   -202.450    -49.569      4.059    -28.034
     96.250     44.498   -418.274   -202.730    -49.601      4.361    -27.888
     96.260     44.002   -418.229   -203.008    -49.633      4.663    -27.742
     96.270     43.506   -418.181   -203.285    -49.665      4.965    -27.595
     96.280     43.009   -418.130   -203.560    -49.696      5.267    -27.449
     96.290     42.512   -418.075   -203.834    -49.727      5.568    -27.302
     96.300     42.014   -418.018   -204.106    -49.757      5.870    -27.155
     96.310     41.517   -417.958   -204.377    -49.788      6.172    -27.008
     96.320     41.019   -417.895   -204.646    -49.817      6.473    -26.861
     96.330     40.520   -417.829   -204.914    -49.847      6.775    -26.713
     96.340     40.022   -417.759   -205.180    -49.876      7.076    -26.566
     96.350     39.523   -417.687   -205.445    -49.904      7.377    -26.418
     96.360     39.024   -417.612   -205.709    -49.933      7.678    -26.270
     96.370     38.524   -417.533   -205.971    -49.961      7.980    -26.122
     96.380     38.024   -417.452   -206.231    -49.988      8.281    -25.973
     96.390     37.524   -417.368   -206.490    -50.016      8.582    -25.825
     96.400     37.024   -417.281   -206.748    -50.042      8.883    -25.676
     96.410     36.523   -417.190   -207.004    -50.069      9.183    -25.527
     96.420     36.023   -417.097   -207.258    -50.095      9.484    -25.378
     96.430     35.522   -417.001   -207.511    -50.121      9.785    -25.229
     96.440     35.020   -416.901   -207.763    -50.146     10.086    -25.079
     96.450     34.519   -416.799   -208.013    -50.171     10.387    -24.929
     96.460     34.017   -416.693   -208.261    -50.196     10.687    -24.779
     96.470     33.515   -416.585   -208.508    -50.221     10.988    -24.629
     96.480     33.012   -416.474   -208.754    -50.245     11.288    -24.479
     96.490     32.510   -416.359   -208.998    -50.268     11.589    -24.328
     96.500     32.007   -416.242   -209.240    -50.291     11.890    -24.178
     96.510     31.504   -416.121   -209.481    -50.314     12.190    -24.027
     96.520     31.001   -415.998   -209.721    -50.337     12.491    -23.876
     96.530     30.497   -415.872   -209.959    -50.359     12.791    -23.724
     96.540     29.994   -415.742   -210.195    -50.381     13.091    -23.573
     96.550     29.490   -415.610   -210.430    -50.403     13.392    -23.421
     96.560     28.985   -415.474   -210.664    -50.424     13.692    -23.269
     96.570     28.481   -415.336   -210.896    -50.444     13.993    -23.117
     96.580     27.977   -415.195   -211.126    -50.465     14.293    -22.965
     96.590     27.472   -415.050   -211.355    -50.485     14.593    -22.812
     96.600     26.967   -414.903   -211.582    -50.505     14.894    -22.659
     96.610     26.462   -414.752   -211.808    -50.524     15.194    -22.506
     96.620     25.956   -414.599   -212.033    -50.543     15.494    -22.353
     96.630     25.451   -414.442   -212.255    -50.562     15.795    -22.200
     96.640     24.945   -414.283   -212.477    -50.580     16.095    -22.046
     96.650     24.439   -414.120   -212.696    -50.598     16.395    -21.892
     96.660     23.933   -413.955   -212.914    -50.615     16.696    -21.738
     96.670     23.427   -413.787   -213.131    -50.632     16.996    -21.583
     96.680     22.921   -413.615   -213.346    -50.649     17.297    -21.429
     96.690     22.414   -413.441   -213.560    -50.666     17.597    -21.274
     96.700     21.907   -413.263   -213.772    -50.682     17.898    -21.119
     96.710     21.400   -413.083   -213.982    -50.698     18.198    -20.964
     96.720     20.893   -412.899   -214.191    -50.713     18.499    -20.808
     96.730     20.386   -412.713   -214.398    -50.728     18.799    -20.652
     96.740     19.879   -412.523   -214.604    -50.743     19.100    -20.496
     96.750     19.371   -412.331   -214.808    -50.757     19.400    -20.340
     96.760     18.864   -412.135   -215.011    -50.771     19.701    -20.184
     96.770     18.356   -411.937   -215.212    -50.785     20.001    -20.027
     96.780     17.848   -411.735   -215.411    -50.798     20.302    -19.870
     96.790     17.340   -411.531   -215.609    -50.811     20.603    -19.713
     96.800     16.832   -411.323   -215.805    -50.823     20.904    -19.555
     96.810     16.323   -411.113   -216.000    -50.835     21.205    -19.398
     96.820     15.815   -410.899   -216.193    -50.847     21.505    -19.240
     96.830     15.307   -410.682   -216.385    -50.858     21.806    -19.082
     96.840     14.798   -410.463   -216.575    -50.869     22.107    -18.923
     96.850     14.289   -410.240   -216.763    -50.880     22.409    -18.764
     96.860     13.780   -410.015   -216.950    -50.890     22.710    -18.605
     96.870     13.271   -409.786   -217.136    -50.900     23.011    -18.446
     96.880     12.762   -409.555   -217.319    -50.910     23.312    -18.287
     96.890     12.253   -409.320   -217.501    -50.919     23.613    -18.127
     96.900     11.744   -409.082   -217.682    -50.928     23.915    -17.967
     96.910     11.235   -408.842   -217.861    -50.936     24.216    -17.807
     96.920     10.725   -408.598   -218.038    -50.945     24.518    -17.646
     96.930     10.216   -408.351   -218.214    -50.952     24.820    -17.485
     96.940      9.706   -408.102   -218.388    -50.960     25.121    -17.324
     96.950      9.196   -407.849   -218.560    -50.967     25.423    -17.163
     96.960      8.687   -407.593   -218.731    -50.973     25.725    -17.001
     96.970      8.177   -407.334   -218.900    -50.979     26.027    -16.839
     96.980      7.667   -407.073   -219.068    -50.985     26.329    -16.677
     96.990      7.157   -406.808   -219.234    -50.991     26.631    -16.515
     97.000      6.647   -406.540   -219.398    -50.996     26.934    -16.352
     97.010      6.137   -406.269   -219.561    -51.001     27.236    -16.189
     97.020      5.627   -405.995   -219.722    -51.005     27.539    -16.026
     97.030      5.117   -405.718   -219.881    -51.009     27.841    -15.862
     97.040      4.607   -405.438   -220.039    -51.013     28.144    -15.698
     97.050      4.097   -405.155   -220.195    -51.016     28.447    -15.534
     97.060      3.587   -404.869   -220.350    -51.019     28.750    -15.369
     97.070      3.077   -404.580   -220.503    -51.021     29.053    -15.204
     97.080      2.566   -404.288   -220.654    -51.024     29.356    -15.039
     97.090      2.056   -403.993   -220.803    -51.025     29.659    -14.874
     97.100      1.546   -403.695   -220.951    -51.027     29.963    -14.708
     97.110      1.036   -403.394   -221.097    -51.028     30.266    -14.542
     97.120      0.525   -403.090   -221.242    -51.028     30.570    -14.376
     97.130      0.015   -402.783   -221.385    -51.028     30.874    -14.209
     97.140     -0.495   -402.472   -221.526    -51.028     31.178    -14.042
     97.150     -1.005   -402.159   -221.666    -51.028     31.482    -13.875
     97.160     -1.516   -401.843   -221.804    -51.027     31.786    -13.708
     97.170     -2.026   -401.523   -221.940    -51.025     32.091    -13.540
     97.180     -2.536   -401.201   -222.075    -51.024     32.395    -13.372
     97.190     -3.046   -400.875   -222.207    -51.021     32.700    -13.203
     97.200     -3.557   -400.547   -222.339    -51.019     33.005    -13.034
     97.210     -4.067   -400.215   -222.468    -51.016     33.310    -12.865
     97.220     -4.577   -399.881   -222.596    -51.013     33.615    -12.696
     97.230     -5.087   -399.543   -222.722    -51.009     33.920    -12.526
     97.240     -5.597   -399.202   -222.846    -51.005     34.226    -12.356
     97.250     -6.107   -398.859   -222.969    -51.000     34.532    -12.185
     97.260     -6.617   -398.512   -223.090    -50.996     34.837    -12.014
     97.270     -7.127   -398.162   -223.209    -50.990     35.143    -11.843
     97.280     -7.637   -397.809   -223.327    -50.985     35.450    -11.672
     97.290     -8.147   -397.453   -223.443    -50.979     35.756    -11.500
     97.300     -8.657   -397.094   -223.557    -50.972     36.063    -11.327
     97.310     -9.166   -396.732   -223.669    -50.965     36.369    -11.155
     97.320     -9.676   -396.366   -223.780    -50.958     36.676    -10.982
     97.330    -10.185   -395.998   -223.889    -50.950     36.983    -10.809
     97.340    -10.695   -395.627   -223.996    -50.942     37.291    -10.635
     97.350    -11.204   -395.252   -224.102    -50.934     37.598    -10.461
     97.360    -11.714   -394.875   -224.205    -50.925     37.906    -10.287
     97.370    -12.223   -394.494   -224.307    -50.915     38.214    -10.112
     97.380    -12.732   -394.110   -224.408    -50.906     38.522     -9.937
     97.390    -13.241   -393.724   -224.506    -50.895     38.831     -9.762
     97.400    -13.750   -393.334   -224.603    -50.885     39.139     -9.586
     97.410    -14.259   -392.941   -224.698    -50.874     39.448     -9.410
     97.420    -14.767   -392.545   -224.791    -50.862     39.757     -9.233
     97.430    -15.276   -392.146   -224.883    -50.851     40.066     -9.056
     97.440    -15.784   -391.744   -224.972    -50.838     40.376     -8.879
     97.450    -16.293   -391.338   -225.060    -50.826     40.685     -8.701
     97.460    -16.801   -390.930   -225.146    -50.813     40.995     -8.523
     97.470    -17.309   -390.518   -225.231    -50.799     41.305     -8.345
     97.480    -17.817   -390.104   -225.313    -50.785     41.616     -8.166
     97.490    -18.324   -389.686   -225.394    -50.771     41.926     -7.987
     97.500    -18.832   -389.265   -225.473    -50.756     42.237     -7.807
     97.510    -19.340   -388.841   -225.550    -50.741     42.548     -7.627
     97.520    -19.847   -388.414   -225.625    -50.725     42.860     -7.446
     97.530    -20.354   -387.984   -225.699    -50.709     43.171     -7.266
     97.540    -20.861   -387.551   -225.771    -50.692     43.483     -7.084
     97.550    -21.368   -387.114   -225.841    -50.675     43.795     -6.903
     97.560    -21.875   -386.675   -225.909    -50.658     44.108     -6.720
     97.570    -22.381   -386.232   -225.975    -50.640     44.421     -6.538
     97.580    -22.887   -385.786   -226.040    -50.621     44.734     -6.355
     97.590    -23.393   -385.338   -226.102    -50.603     45.047     -6.172
     97.600    -23.899   -384.885   -226.163    -50.583     45.360     -5.988
     97.610    -24.405   -384.430   -226.222    -50.564     45.674     -5.804
     97.620    -24.911   -383.972   -226.279    -50.543     45.988     -5.619
     97.630    -25.416   -383.511   -226.334    -50.523     46.302     -5.434
     97.640    -25.921   -383.046   -226.388    -50.502     46.617     -5.248
     97.650    -26.426   -382.578   -226.439    -50.480     46.932     -5.062
     97.660    -26.931   -382.107   -226.489    -50.458     47.247     -4.876
     97.670    -27.435   -381.633   -226.537    -50.436     47.563     -4.689
     97.680    -27.939   -381.156   -226.583    -50.413     47.878     -4.502
     97.690    -28.443   -380.676   -226.627    -50.389     48.195     -4.314
     97.700    -28.947   -380.192   -226.669    -50.366     48.511     -4.126
     97.710    -29.451   -379.705   -226.709    -50.341     48.828     -3.937
     97.720    -29.954   -379.216   -226.748    -50.316     49.145     -3.748
     97.730    -30.457   -378.723   -226.784    -50.291     49.462     -3.558
     97.740    -30.960   -378.226   -226.819    -50.265     49.780     -3.368
     97.750    -31.462   -377.727   -226.852    -50.239     50.098     -3.178
     97.760    -31.965   -377.224   -226.882    -50.212     50.416     -2.987
     97.770    -32.467   -376.719   -226.911    -50.185     50.735     -2.795
     97.780    -32.968   -376.210   -226.938    -50.157     51.054     -2.603
     97.790    -33.470   -375.698   -226.963    -50.129     51.373     -2.411
     97.800    -33.971   -375.182   -226.987    -50.100     51.693     -2.218
     97.810    -34.472   -374.664   -227.008    -50.071     52.013     -2.024
     97.820    -34.972   -374.142   -227.027    -50.042     52.333     -1.830
     97.830    -35.473   -373.617   -227.044    -50.011     52.654     -1.636
     97.840    -35.973   -373.089   -227.060    -49.981     52.975     -1.441
     97.850    -36.472   -372.558   -227.073    -49.949     53.297     -1.245
     97.860    -36.972   -372.023   -227.085    -49.918     53.619     -1.049
     97.870    -37.471   -371.485   -227.094    -49.885     53.941     -0.853
     97.880    -37.969   -370.944   -227.102    -49.853     54.263     -0.656
     97.890    -38.468   -370.400   -227.107    -49.819     54.586     -0.458
     97.900    -38.966   -369.852   -227.111    -49.785     54.910     -0.260
     97.910    -39.463   -369.302   -227.113    -49.751     55.233     -0.062
     97.920    -39.961   -368.748   -227.112    -49.716     55.558      0.138
     97.930    -40.458   -368.191   -227.110    -49.681     55.882      0.337
     97.940    -40.954   -367.630   -227.105    -49.645     56.207      0.537
     97.950    -41.451   -367.066   -227.099    -49.608     56.532      0.738
     97.960    -41.946   -366.499   -227.091    -49.571     56.858      0.940
     97.970    -42.442   -365.929   -227.080    -49.534     57.184      1.141
     97.980    -42.937   -365.356   -227.068    -49.496     57.510      1.344
     97.990    -43.432   -364.779   -227.053    -49.457     57.837      1.547
     98.000    -43.926   -364.199   -227.037    -49.418     58.165      1.751
     98.010    -44.420   -363.616   -227.018    -49.378     58.493      1.955
     98.020    -44.914   -363.029   -226.998    -49.338     58.821      2.159
     98.030    -45.407   -362.439   -226.975    -49.297     59.149      2.365
     98.040    -45.900   -361.846   -226.950    -49.255     59.478      2.571
     98.050    -46.392   -361.250   -226.924    -49.213     59.808      2.777
     98.060    -46.884   -360.650   -226.895    -49.171     60.138      2.984
     98.070    -47.376   -360.047   -226.864    -49.127     60.468      3.192
     98.080    -47.867   -359.441   -226.831    -49.084     60.799      3.400
     98.090    -48.357   -358.831   -226.796    -49.039     61.130      3.609
     98.100    -48.847   -358.218   -226.759    -48.994     61.462      3.819
     98.110    -49.337   -357.602   -226.720    -48.949     61.794      4.029
     98.120    -49.826   -356.982   -226.678    -48.902     62.127      4.239
     98.130    -50.315   -356.359   -226.635    -48.856     62.460      4.451
     98.140    -50.803   -355.733   -226.589    -48.808     62.794      4.663
     98.150    -51.291   -355.103   -226.542    -48.760     63.128      4.875
     98.160    -51.779   -354.470   -226.492    -48.712     63.462      5.089
     98.170    -52.266   -353.834   -226.440    -48.663     63.798      5.303
     98.180    -52.752   -353.194   -226.386    -48.613     64.133      5.517
     98.190    -53.238   -352.551   -226.329    -48.562     64.469      5.732
     98.200    -53.723   -351.905   -226.271    -48.511     64.806      5.948
     98.210    -54.208   -351.255   -226.211    -48.459     65.143      6.165
     98.220    -54.692   -350.602   -226.148    -48.407     65.480      6.382
     98.230    -55.176   -349.946   -226.083    -48.354     65.819      6.600
     98.240    -55.659   -349.286   -226.016    -48.300     66.157      6.819
     98.250    -56.142   -348.623   -225.946    -48.246     66.496      7.038
     98.260    -56.624   -347.956   -225.875    -48.191     66.836      7.258
     98.270    -57.106   -347.286   -225.801    -48.135     67.176      7.479
     98.280    -57.587   -346.612   -225.725    -48.079     67.517      7.700
     98.290    -58.068   -345.935   -225.647    -48.022     67.858      7.922
     98.300    -58.547   -345.255   -225.567    -47.964     68.200      8.145
     98.310    -59.027   -344.571   -225.484    -47.906     68.542      8.368
     98.320    -59.506   -343.884   -225.400    -47.847     68.885      8.593
     98.330    -59.984   -343.194   -225.313    -47.787     69.229      8.818
     98.340    -60.461   -342.500   -225.223    -47.727     69.573      9.043
     98.350    -60.938   -341.802   -225.132    -47.666     69.918      9.270
